tech_company,benefits,workplace_resources,mh_employer_discussion,mh_coworker_discussion,medical_coverage,mental_health,mh_share,age,gender,country,avg_health_exp_country,health_exp_category_country,avg_hdi_country,hdi_category_country,avg_hours_worked,life_satisfaction_score_country,happiness_ci_upper_country,happiness_ci_lower_country,gdp_log_country,social_support_country,healthy_life_expectancy_country,freedom_life_choices_country,generosity_country,corruption_perception_country,residual_happiness_country,happiness_rank_country
Yes,Yes,No,Yes,Yes,Yes,Yes,8,32,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,I don't know,I don't know,No,No,Yes,Don't Know,10,24,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,I don't know,I don't know,Yes,Yes,Yes,Possibly,9,34,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,I don't know,Yes,Yes,Yes,Yes,9,31,Female,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,Yes,Yes,Yes,Yes,No,8,47,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,I don't know,No,No,Yes,No,6,59,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,I don't know,No,Yes,Yes,Yes,Yes,9,44,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,No,No,No,No,Yes,No,0,26,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,I don't know,No,Yes,Yes,Yes,Possibly,7,43,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,I don't know,No,Yes,No,Yes,Possibly,7,22,Male,Germany,12.031776046000001,Alto,0.9474,Muy alto,1361.28,7.04295998840332,7.166531691233317,7.010001603444416,1.5727281821568802,1.14984791469574,0.8350382671356199,0.5830913774172467,0.20334590133031202,0.3244540974299113,2.420416487375897,15
Yes,No,No,Yes,No,Yes,Yes,10,24,Male,Netherlands,10.553999999999998,Alto,0.9390000000000001,Muy alto,1433.2,7.451380044555664,7.497457397460937,7.38780941772461,1.5949821141560865,1.24954864501953,0.838558448155721,0.6372088267008463,0.30310585633913667,0.39052325383822134,2.42903902053833,5
Yes,I don't know,I don't know,No,Yes,No,Yes,2,35,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
No,I don't know,No,No,Yes,Yes,No,4,30,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
No,Yes,I don't know,No,No,Yes,Don't Know,7,37,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,No,No,Yes,Yes,Yes,Yes,9,27,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,Yes,No,No,Yes,Possibly,6,42,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,I don't know,No,No,Yes,Yes,7,40,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,Yes,No,Yes,Yes,Yes,10,29,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
No,Yes,I don't know,Yes,Yes,Yes,Yes,3,40,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,I don't know,I don't know,No,No,Yes,No,2,50,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
No,Yes,Yes,No,No,Yes,Yes,8,35,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,Yes,No,Yes,Yes,Possibly,5,24,Male,Mexico,5.717948054,Medio,0.77,Alto,2225.4,6.398600030517578,6.405773324330647,6.200226777394614,1.2341291596094768,0.9807778329849234,0.6962003412246703,0.586630850950877,0.08903149503469467,0.09571122256914773,2.62084673245748,30
Yes,Yes,I don't know,No,Yes,Yes,Yes,6,35,Female,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,I don't know,No,No,No,Yes,No,7,36,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,I don't know,I don't know,No,No,No,No,5,47,Female,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,Yes,No,Yes,Yes,Yes,6,30,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,32,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,I don't know,No,No,Yes,Yes,Yes,7,38,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,I don't know,No,Yes,Yes,Yes,6,38,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,Yes,No,Yes,Yes,No,5,26,Female,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,No,No,No,Yes,Yes,7,45,Female,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,Yes,No,No,Yes,Possibly,7,37,Female,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,33,Female,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,Yes,Yes,No,Yes,No,6,35,Female,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,Yes,Yes,Yes,Yes,No,9,44,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,I don't know,No,No,Yes,No,Yes,10,27,Female,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
No,Yes,I don't know,No,Yes,Yes,Yes,8,35,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,Yes,No,Yes,Yes,Yes,6,23,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,No,No,No,Yes,Yes,8,32,Male,Netherlands,10.553999999999998,Alto,0.9390000000000001,Muy alto,1433.2,7.451380044555664,7.497457397460937,7.38780941772461,1.5949821141560865,1.24954864501953,0.838558448155721,0.6372088267008463,0.30310585633913667,0.39052325383822134,2.42903902053833,5
Yes,Yes,I don't know,No,Yes,Yes,No,7,31,Male,Sweden,11.028,Alto,0.9448000000000001,Muy alto,1451.4,7.351499977874757,7.4371730206807465,7.29682690556844,1.5734117422103866,1.2331159006754566,0.850823486963908,0.6864325671195983,0.24494263116518666,0.4673554571469623,2.31076642227173,7
Yes,No,No,Yes,Yes,Yes,Yes,10,37,Male,United Kingdom,10.761525918,Alto,0.9282,Muy alto,1494.2,7.007900047302246,7.131112529754639,6.982887627919514,1.5210203456878666,1.22094832420349,0.827566693464915,0.5673895524342853,0.334144480307897,0.319200548728307,2.26657399749756,16
Yes,Yes,I don't know,Yes,Yes,Yes,No,4,31,Male,Netherlands,10.553999999999998,Alto,0.9390000000000001,Muy alto,1433.2,7.451380044555664,7.497457397460937,7.38780941772461,1.5949821141560865,1.24954864501953,0.838558448155721,0.6372088267008463,0.30310585633913667,0.39052325383822134,2.42903902053833,5
Yes,No,No,Yes,Yes,Yes,Possibly,9,40,Male,United Kingdom,10.761525918,Alto,0.9282,Muy alto,1494.2,7.007900047302246,7.131112529754639,6.982887627919514,1.5210203456878666,1.22094832420349,0.827566693464915,0.5673895524342853,0.334144480307897,0.319200548728307,2.26657399749756,16
Yes,No,No,Yes,Yes,Yes,No,10,32,Male,Spain,9.714632798,Alto,0.8994,Muy alto,1651.6599999999999,6.406379977416992,6.539269505818683,6.3726637522379574,1.4711784229278566,1.2296997286478666,0.8951143611272167,0.46432793879508966,0.13376849345366168,0.12752659306923533,2.13436281077067,30
Yes,Yes,Yes,No,Yes,Yes,Yes,9,33,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
No,Yes,I don't know,No,Yes,Yes,Yes,6,36,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
No,Yes,Yes,No,No,Yes,Possibly,5,57,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,I don't know,No,No,No,Yes,No,5,38,Female,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,No,No,Yes,Yes,Possibly,9,27,Female,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,Yes,Yes,No,Yes,Possibly,3,36,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,No,No,Yes,No,Yes,No,9,30,Male,United Kingdom,10.761525918,Alto,0.9282,Muy alto,1494.2,7.007900047302246,7.131112529754639,6.982887627919514,1.5210203456878666,1.22094832420349,0.827566693464915,0.5673895524342853,0.334144480307897,0.319200548728307,2.26657399749756,16
Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,35,Male,United Kingdom,10.761525918,Alto,0.9282,Muy alto,1494.2,7.007900047302246,7.131112529754639,6.982887627919514,1.5210203456878666,1.22094832420349,0.827566693464915,0.5673895524342853,0.334144480307897,0.319200548728307,2.26657399749756,16
Yes,I don't know,No,No,No,Yes,Don't Know,2,35,Male,France,11.61807537,Alto,0.9026,Muy alto,1483.0,6.6243599525451655,6.752483374277749,6.607716467539471,1.51737644958496,1.25294639269511,0.8805714089075733,0.5390169669787089,0.09153590087095902,0.24276774557431535,2.1563994458516436,22
Yes,Yes,I don't know,No,No,Yes,No,7,33,Male,Australia,10.32591362,Alto,0.9432,Muy alto,1640.4,7.213559955596923,7.271269379933677,7.107930472056071,1.55446547762553,1.2520487559636433,0.8652025613784801,0.648292397816976,0.291324537674586,0.33133213973045333,2.2462680447896335,11
Yes,No,No,No,No,Yes,No,7,32,Male,Netherlands,10.553999999999998,Alto,0.9390000000000001,Muy alto,1433.2,7.451380044555664,7.497457397460937,7.38780941772461,1.5949821141560865,1.24954864501953,0.838558448155721,0.6372088267008463,0.30310585633913667,0.39052325383822134,2.42903902053833,5
Yes,I don't know,No,No,Yes,Yes,Yes,5,45,Male,United Kingdom,10.761525918,Alto,0.9282,Muy alto,1494.2,7.007900047302246,7.131112529754639,6.982887627919514,1.5210203456878666,1.22094832420349,0.827566693464915,0.5673895524342853,0.334144480307897,0.319200548728307,2.26657399749756,16
No,I don't know,I don't know,No,No,Yes,No,7,40,Male,Spain,9.714632798,Alto,0.8994,Muy alto,1651.6599999999999,6.406379977416992,6.539269505818683,6.3726637522379574,1.4711784229278566,1.2296997286478666,0.8951143611272167,0.46432793879508966,0.13376849345366168,0.12752659306923533,2.13436281077067,30
No,I don't know,No,No,No,Yes,No,5,37,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,I don't know,No,Yes,Yes,Yes,6,26,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,No,No,No,Yes,No,3,33,Female,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,No,Yes,Yes,Yes,Yes,9,27,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,I don't know,No,No,Yes,No,0,42,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,No,I don't know,Yes,Yes,Yes,Yes,5,31,Female,Netherlands,10.553999999999998,Alto,0.9390000000000001,Muy alto,1433.2,7.451380044555664,7.497457397460937,7.38780941772461,1.5949821141560865,1.24954864501953,0.838558448155721,0.6372088267008463,0.30310585633913667,0.39052325383822134,2.42903902053833,5
No,I don't know,Yes,No,No,Yes,No,7,32,Male,United Kingdom,10.761525918,Alto,0.9282,Muy alto,1494.2,7.007900047302246,7.131112529754639,6.982887627919514,1.5210203456878666,1.22094832420349,0.827566693464915,0.5673895524342853,0.334144480307897,0.319200548728307,2.26657399749756,16
Yes,No,No,No,No,Yes,Don't Know,3,42,Female,Spain,9.714632798,Alto,0.8994,Muy alto,1651.6599999999999,6.406379977416992,6.539269505818683,6.3726637522379574,1.4711784229278566,1.2296997286478666,0.8951143611272167,0.46432793879508966,0.13376849345366168,0.12752659306923533,2.13436281077067,30
Yes,I don't know,No,No,No,Yes,Yes,2,41,Male,Germany,12.031776046000001,Alto,0.9474,Muy alto,1361.28,7.04295998840332,7.166531691233317,7.010001603444416,1.5727281821568802,1.14984791469574,0.8350382671356199,0.5830913774172467,0.20334590133031202,0.3244540974299113,2.420416487375897,15
Yes,Yes,No,No,No,Yes,Possibly,6,25,Male,India,3.074,Bajo,0.6362,Medio,,3.874859976959228,3.77486545944214,3.67133446375529,0.8795253858566284,0.44539955202738435,0.46485671329498296,0.6167140822410584,0.22702416090170532,0.11152932721376434,0.9780436197916668,138
Yes,Yes,Yes,Yes,Yes,Yes,No,7,31,Female,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,No,No,Yes,Yes,No,Yes,9,42,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,Yes,No,No,Yes,Yes,0,41,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,35,Other,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,No,No,No,Yes,Don't Know,5,24,Male,Mexico,5.717948054,Medio,0.77,Alto,2225.4,6.398600030517578,6.405773324330647,6.200226777394614,1.2341291596094768,0.9807778329849234,0.6962003412246703,0.586630850950877,0.08903149503469467,0.09571122256914773,2.62084673245748,30
Yes,Yes,Yes,No,No,Yes,Yes,9,37,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
No,Yes,Yes,No,No,Yes,No,8,34,Male,India,3.074,Bajo,0.6362,Medio,,3.874859976959228,3.77486545944214,3.67133446375529,0.8795253858566284,0.44539955202738435,0.46485671329498296,0.6167140822410584,0.22702416090170532,0.11152932721376434,0.9780436197916668,138
Yes,No,No,No,No,Yes,Possibly,4,30,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,I don't know,No,No,No,Yes,Don't Know,0,27,Male,France,11.61807537,Alto,0.9026,Muy alto,1483.0,6.6243599525451655,6.752483374277749,6.607716467539471,1.51737644958496,1.25294639269511,0.8805714089075733,0.5390169669787089,0.09153590087095902,0.24276774557431535,2.1563994458516436,22
No,Yes,I don't know,No,No,Yes,No,0,41,Female,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,I don't know,No,No,No,No,Possibly,6,41,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,I don't know,No,No,Yes,No,6,39,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,I don't know,Yes,Yes,Yes,Yes,9,42,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,No,No,No,No,Yes,Yes,1,29,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,I don't know,No,No,Yes,No,2,46,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,No,Yes,Yes,Yes,No,2,38,Male,Spain,9.714632798,Alto,0.8994,Muy alto,1651.6599999999999,6.406379977416992,6.539269505818683,6.3726637522379574,1.4711784229278566,1.2296997286478666,0.8951143611272167,0.46432793879508966,0.13376849345366168,0.12752659306923533,2.13436281077067,30
Yes,Yes,Yes,No,No,Yes,Don't Know,10,34,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,No,No,Yes,Yes,Yes,10,28,Male,Germany,12.031776046000001,Alto,0.9474,Muy alto,1361.28,7.04295998840332,7.166531691233317,7.010001603444416,1.5727281821568802,1.14984791469574,0.8350382671356199,0.5830913774172467,0.20334590133031202,0.3244540974299113,2.420416487375897,15
Yes,No,No,No,Yes,Yes,Yes,8,28,Female,Netherlands,10.553999999999998,Alto,0.9390000000000001,Muy alto,1433.2,7.451380044555664,7.497457397460937,7.38780941772461,1.5949821141560865,1.24954864501953,0.838558448155721,0.6372088267008463,0.30310585633913667,0.39052325383822134,2.42903902053833,5
Yes,Yes,No,Yes,Yes,Yes,No,8,38,Male,Germany,12.031776046000001,Alto,0.9474,Muy alto,1361.28,7.04295998840332,7.166531691233317,7.010001603444416,1.5727281821568802,1.14984791469574,0.8350382671356199,0.5830913774172467,0.20334590133031202,0.3244540974299113,2.420416487375897,15
No,Yes,No,Yes,Yes,Yes,Yes,8,33,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
Yes,Yes,No,Yes,Yes,Yes,Don't Know,7,38,Female,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
No,I don't know,I don't know,No,No,Yes,Yes,10,48,Male,United States of America,17.23634796,Alto,0.9269999999999999,Muy alto,1813.0,6.929119998168946,7.04811319096883,6.8636201362609865,1.6296622800827034,1.20559556865692,0.6935393369992573,0.554202748298645,0.2567143530050913,0.16109491380055732,2.4550415980021167,18
